task_title,task_description,priority
Разработка функционала загрузки файлов,Пользователь должен иметь возможность загружать файлы.,0.73
Формирование плана релиза,Определить задачи и дедлайны ближайшего релиза.,0.57
Формирование плана релиза,Определить задачи и дедлайны ближайшего релиза.,0.67
Разработка функционала загрузки файлов,Пользователь должен иметь возможность загружать файлы.,0.66
Разработка функционала загрузки файлов,Пользователь должен иметь возможность загружать файлы.,0.75
Разработка функционала загрузки файлов,Пользователь должен иметь возможность загружать файлы.,0.73
Ревью архитектуры проекта,Проанализировать архитектуру перед масштабированием.,0.6
Настройка CI/CD,Подключить автоматическую сборку и деплой.,0.59
Формирование плана релиза,Определить задачи и дедлайны ближайшего релиза.,0.67
Настройка CI/CD,Подключить автоматическую сборку и деплой.,0.64
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.98
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.91
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.94
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.98
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.82
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.8
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.9
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.97
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.97
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.82
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.86
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.87
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.96
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.81
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.97
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.91
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.94
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.95
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.81
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.98
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.85
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.83
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.77
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.83
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.99
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.97
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.99
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.96
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.86
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.98
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.98
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.91
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.93
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.81
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.86
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.89
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.8
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.81
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.78
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.88
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.84
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.84
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.88
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.83
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.77
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.88
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.98
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.79
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.9
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.78
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.77
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.76
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.77
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.87
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.78
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.99
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.89
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.97
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.95
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.78
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.8
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.85
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.95
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.89
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.79
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.78
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.96
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.9
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.89
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.85
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.76
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.93
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.95
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.82
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.89
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.95
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.76
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.94
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.77
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.95
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.85
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.85
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.92
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.89
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.91
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.98
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.76
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.97
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.77
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.96
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.94
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.79
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.95
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.77
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.9
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.89
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.88
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.84
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.78
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.95
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.95
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.79
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.88
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.81
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.78
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.98
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.87
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.81
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.97
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.98
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.77
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.96
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.86
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.8
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.97
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.89
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.89
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.93
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.86
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.96
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.95
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.79
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.77
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.97
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.98
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.86
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.78
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.92
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.99
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.79
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.84
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.87
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.81
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.77
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.91
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.93
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.98
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.81
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.85
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.77
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.8
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.87
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.92
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.81
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.81
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.87
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.9
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.8
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.96
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.99
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.8
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.87
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.93
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.96
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.86
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.85
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.98
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.89
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.81
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.84
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.92
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.95
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.88
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.86
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.83
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.96
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.78
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.98
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.95
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.92
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.98
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.76
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.86
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.84
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.98
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.94
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.81
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.93
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.85
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.77
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.98
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.8
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.97
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.81
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.95
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.85
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.9
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.88
Подготовка к демонстрации заказчику,Необходимо в кратчайшие сроки привести прототип в презентабельный вид.,0.97
Интеграция системы оплаты,Крайне важно подключить и протестировать платёжный шлюз.,0.92
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.9
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.95
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.84
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.87
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.84
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.79
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.88
Доработка перед релизом,Необходимо срочно завершить ключевой функционал перед выпуском версии.,0.99
Оптимизация скорости загрузки,В ближайшее время нужно ускорить рендер главной страницы.,0.95
Срочное исправление критического бага,Ошибка в продакшене вызывает падение сервиса — устранить немедленно.,0.85
